Customer Status,Tenure in Months,Contract,Monthly Charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Internet Type
Churned,4,Month-to-Month,74.95,27,28.11,Fiber Optic
Churned,55,Month-to-Month,98.8,21,8.93,Fiber Optic
Churned,1,Month-to-Month,70.6,41,44.59,Fiber Optic
Churned,5,Month-to-Month,80.6,52,5.78,Fiber Optic
Churned,1,Month-to-Month,80.25,3,32.92,Fiber Optic
Churned,4,Month-to-Month,74.4,3,28.89,DSL
Churned,1,Month-to-Month,45.95,30,5.12,DSL
Churned,1,Month-to-Month,70.05,20,27.89,Fiber Optic
Churned,15,Month-to-Month,19.75,0,39.84,None
Churned,3,Month-to-Month,24.75,18,0.0,DSL
Churned,1,Month-to-Month,19.65,0,17.25,None
Churned,10,Month-to-Month,95.2,18,35.63,Fiber Optic
Churned,16,Month-to-Month,50.15,53,14.26,DSL
Churned,3,Month-to-Month,86.85,20,18.38,Fiber Optic
Churned,49,Month-to-Month,90.85,15,44.88,Fiber Optic
Churned,1,Month-to-Month,20.15,0,40.51,None
Churned,59,Month-to-Month,41.05,69,0.0,DSL
Churned,10,Month-to-Month,85.6,29,30.1,Cable
Churned,38,Month-to-Month,84.25,41,17.66,Fiber Optic
Churned,14,Month-to-Month,90.9,9,13.64,Fiber Optic
Churned,1,Month-to-Month,20.15,0,3.09,None
Churned,1,Month-to-Month,70.15,8,47.97,Fiber Optic
Churned,1,Month-to-Month,74.2,23,48.95,Fiber Optic
Churned,9,Month-to-Month,80.85,2,43.34,Fiber Optic
Churned,11,Month-to-Month,95.15,22,3.62,Fiber Optic
Churned,3,Month-to-Month,105.9,2,41.3,Fiber Optic
Churned,1,Month-to-Month,49.95,4,43.49,Cable
Churned,14,Month-to-Month,75.35,20,18.74,Cable
Churned,26,Month-to-Month,60.05,13,22.33,DSL
Churned,1,Month-to-Month,59.85,28,22.05,Cable
Churned,19,One Year,100.0,20,43.95,Fiber Optic
Churned,6,Month-to-Month,93.55,5,43.8,Fiber Optic
Churned,3,Month-to-Month,78.5,7,31.88,Fiber Optic
Churned,38,Month-to-Month,94.65,30,49.7,Fiber Optic
Churned,2,Month-to-Month,67.75,4,11.75,Fiber Optic
Churned,42,One Year,73.9,53,5.75,DSL
Churned,33,Month-to-Month,80.6,15,33.19,Cable
Churned,66,Month-to-Month,100.05,14,49.85,Fiber Optic
Churned,6,Month-to-Month,84.2,25,40.44,Fiber Optic
Churned,2,Month-to-Month,94.2,19,18.79,Fiber Optic
Churned,1,Month-to-Month,90.55,51,15.44,Fiber Optic
Churned,4,Month-to-Month,80.8,76,42.33,Fiber Optic
Churned,2,Month-to-Month,87.15,6,6.2,Fiber Optic
Churned,5,Month-to-Month,78.75,7,1.16,Fiber Optic
Churned,1,Month-to-Month,79.55,6,4.04,Fiber Optic
Churned,14,Month-to-Month,100.55,27,36.97,Fiber Optic
Churned,22,Month-to-Month,94.7,15,37.8,Fiber Optic
Churned,6,Month-to-Month,84.85,12,39.32,Fiber Optic
Churned,9,Month-to-Month,94.85,6,17.47,Fiber Optic
Churned,1,Month-to-Month,49.9,17,39.6,DSL
Churned,24,Month-to-Month,93.15,12,16.1,Cable
Churned,21,Month-to-Month,94.25,9,21.15,Fiber Optic
Churned,1,Month-to-Month,24.8,29,0.0,Cable
Churned,1,Month-to-Month,45.85,6,14.9,DSL
Churned,66,Month-to-Month,99.5,26,25.82,Cable
Churned,1,Month-to-Month,84.5,12,6.89,Fiber Optic
Churned,4,Month-to-Month,93.5,4,7.39,Fiber Optic
Churned,49,One Year,84.35,10,39.55,Cable
Churned,5,Month-to-Month,92.5,25,3.25,Fiber Optic
Churned,30,One Year,85.35,4,43.01,Cable
Churned,19,Month-to-Month,55.0,23,4.3,Cable
Churned,15,Month-to-Month,55.7,8,40.66,DSL
Churned,1,Month-to-Month,69.6,10,45.8,Fiber Optic
Churned,51,Month-to-Month,84.2,22,43.58,Cable
Churned,49,Month-to-Month,96.2,2,32.36,Fiber Optic
Churned,67,One Year,104.1,3,8.18,Fiber Optic
Churned,14,Month-to-Month,86.3,26,29.3,Fiber Optic
Churned,5,Month-to-Month,96.25,10,32.12,Fiber Optic
Churned,1,Month-to-Month,73.5,2,3.84,Fiber Optic
Churned,32,Month-to-Month,84.15,13,37.48,Fiber Optic
Churned,13,Month-to-Month,84.45,4,21.88,Fiber Optic
Churned,5,Month-to-Month,99.15,25,9.23,Fiber Optic
Churned,21,One Year,77.5,14,17.57,Cable
Churned,1,Month-to-Month,69.25,18,29.68,Cable
Churned,34,One Year,64.4,4,34.41,DSL
Churned,1,Month-to-Month,50.45,29,9.73,DSL
Churned,1,Month-to-Month,68.95,13,21.65,Fiber Optic
Churned,1,Month-to-Month,78.95,22,23.96,Fiber Optic
Churned,7,Month-to-Month,80.3,42,39.21,Fiber Optic
Churned,13,Month-to-Month,79.8,3,30.88,Fiber Optic
Churned,1,Month-to-Month,70.45,30,15.28,Fiber Optic
Churned,10,Month-to-Month,89.8,24,16.88,Fiber Optic
Churned,33,One Year,95.8,41,41.8,Fiber Optic
Churned,1,Month-to-Month,69.55,48,49.43,Fiber Optic
Churned,1,Month-to-Month,24.6,12,0.0,DSL
Churned,18,Month-to-Month,35.0,85,0.0,DSL
Churned,1,Month-to-Month,46.2,21,48.58,DSL
Churned,30,Month-to-Month,85.15,8,9.34,Fiber Optic
Churned,33,One Year,103.7,73,41.61,Fiber Optic
Churned,1,Month-to-Month,44.4,30,26.53,DSL
Churned,1,Month-to-Month,20.5,0,26.12,None
Churned,17,One Year,55.85,21,24.31,DSL
Churned,26,Month-to-Month,74.95,15,17.53,Fiber Optic
Churned,8,Month-to-Month,101.15,6,16.88,Fiber Optic
Churned,1,Month-to-Month,44.9,59,41.78,DSL
Churned,1,Month-to-Month,69.5,15,41.2,Fiber Optic
Churned,4,Month-to-Month,74.4,8,10.61,Fiber Optic
Churned,17,Month-to-Month,69.0,11,44.97,Fiber Optic
Churned,5,One Year,70.0,22,45.25,DSL
Churned,46,Month-to-Month,96.05,8,6.18,Cable
Churned,1,Month-to-Month,19.5,0,32.45,None
Churned,2,Month-to-Month,86.0,30,43.47,Fiber Optic
Churned,29,Month-to-Month,30.6,7,0.0,DSL
Churned,2,Month-to-Month,75.55,28,41.37,Fiber Optic
Churned,21,Month-to-Month,104.4,3,42.65,Fiber Optic
Churned,1,Month-to-Month,79.35,52,23.63,Fiber Optic
Churned,1,Month-to-Month,69.65,8,49.24,Fiber Optic
Churned,28,Month-to-Month,103.3,10,28.14,Fiber Optic
Churned,1,Month-to-Month,69.65,2,7.23,Fiber Optic
Churned,1,Month-to-Month,75.05,58,32.86,Fiber Optic
Churned,6,Month-to-Month,44.75,10,41.16,Cable
Churned,1,Month-to-Month,19.45,0,48.96,None
Churned,14,Month-to-Month,87.25,19,29.18,Fiber Optic
Churned,2,Month-to-Month,35.1,12,0.0,DSL
Churned,8,Month-to-Month,25.5,16,0.0,DSL
Churned,20,Month-to-Month,89.0,5,18.05,Fiber Optic
Churned,3,Month-to-Month,55.15,51,22.77,DSL
Churned,1,Month-to-Month,45.65,22,36.99,Cable
Churned,1,Month-to-Month,45.3,7,28.37,DSL
Churned,1,Month-to-Month,70.3,7,5.67,Fiber Optic
Churned,13,Month-to-Month,91.1,26,5.43,Fiber Optic
Churned,3,Month-to-Month,75.15,29,15.02,Fiber Optic
Churned,23,Month-to-Month,81.0,24,18.7,Fiber Optic
Churned,1,Month-to-Month,45.1,14,15.28,Cable
Churned,17,Month-to-Month,81.5,16,9.5,Fiber Optic
Churned,32,Month-to-Month,96.15,18,25.45,Fiber Optic
Churned,33,Month-to-Month,83.85,2,38.53,Fiber Optic
Churned,66,Month-to-Month,80.45,24,45.59,Fiber Optic
Churned,63,Month-to-Month,100.55,16,8.98,Fiber Optic
Churned,2,Month-to-Month,42.6,21,0.0,DSL
Churned,1,Month-to-Month,95.6,27,6.67,Fiber Optic
Churned,22,Month-to-Month,55.15,19,5.26,DSL
Churned,3,Month-to-Month,75.85,29,44.34,Fiber Optic
Churned,1,Month-to-Month,89.1,3,16.06,Fiber Optic
Churned,2,Month-to-Month,94.2,13,42.89,Fiber Optic
Churned,55,Month-to-Month,77.75,4,19.41,Fiber Optic
Churned,3,Month-to-Month,75.5,85,47.51,Fiber Optic
Churned,5,Month-to-Month,75.55,58,35.22,Fiber Optic
Churned,8,Month-to-Month,74.5,7,1.78,Fiber Optic
Churned,2,Month-to-Month,89.5,19,47.47,Fiber Optic
Churned,2,Month-to-Month,69.65,27,7.64,Fiber Optic
Churned,4,Month-to-Month,87.1,3,32.46,Fiber Optic
Churned,10,Month-to-Month,86.45,20,17.65,Fiber Optic
Churned,11,Month-to-Month,74.35,19,9.14,Fiber Optic
Churned,37,Month-to-Month,40.2,23,0.0,DSL
Churned,18,Month-to-Month,95.45,52,11.33,Fiber Optic
Churned,7,Month-to-Month,76.45,18,26.95,Fiber Optic
Churned,2,Month-to-Month,74.7,11,6.51,Fiber Optic
Churned,51,Month-to-Month,97.8,11,19.49,Fiber Optic
Churned,37,Month-to-Month,96.55,2,3.3,Fiber Optic
Churned,1,Month-to-Month,55.2,58,35.6,DSL
Churned,9,Month-to-Month,98.3,82,38.76,Fiber Optic
Churned,5,Month-to-Month,69.95,10,17.08,Fiber Optic
Churned,11,Month-to-Month,74.55,41,5.4,Fiber Optic
Churned,1,Month-to-Month,79.55,15,32.13,Fiber Optic
Churned,2,Month-to-Month,45.15,21,6.47,DSL
Churned,13,Month-to-Month,88.35,10,17.83,Fiber Optic
Churned,11,One Year,41.6,5,0.0,DSL
Churned,44,Month-to-Month,100.55,23,42.92,Fiber Optic
Churned,1,Month-to-Month,69.2,18,10.08,Fiber Optic
Churned,57,Month-to-Month,44.85,3,0.0,Cable
Churned,36,Month-to-Month,85.25,5,24.54,Fiber Optic
Churned,4,Month-to-Month,50.05,22,9.67,Cable
Churned,50,One Year,108.55,14,29.43,Fiber Optic
Churned,23,Month-to-Month,90.6,69,38.69,Cable
Churned,2,Month-to-Month,95.15,25,38.51,Fiber Optic
Churned,5,Month-to-Month,47.15,85,22.01,Cable
Churned,42,One Year,33.55,5,0.0,Cable
Churned,18,Month-to-Month,33.5,26,0.0,DSL
Churned,9,One Year,24.1,15,0.0,DSL
Churned,26,Month-to-Month,88.8,22,38.09,Fiber Optic
Churned,70,One Year,109.5,26,39.63,Fiber Optic
Churned,1,Month-to-Month,25.2,73,0.0,DSL
Churned,4,Month-to-Month,100.2,10,28.22,Fiber Optic
Churned,9,Month-to-Month,74.75,12,16.48,Fiber Optic
Churned,37,Month-to-Month,28.6,10,0.0,DSL
Churned,67,Two Year,116.2,71,33.88,Fiber Optic
Churned,49,One Year,100.6,3,18.97,Fiber Optic
Churned,8,Month-to-Month,19.65,0,27.95,None
Churned,9,Month-to-Month,84.4,18,30.8,Fiber Optic
Churned,7,Month-to-Month,70.1,22,16.05,Fiber Optic
Churned,10,Month-to-Month,44.85,17,49.58,DSL
Churned,9,Month-to-Month,29.95,9,0.0,DSL
Churned,2,Month-to-Month,96.0,28,48.34,Fiber Optic
Churned,9,Month-to-Month,94.75,26,10.07,Fiber Optic
Churned,23,One Year,48.35,12,5.8,DSL
Churned,4,Month-to-Month,61.45,21,27.24,DSL
Churned,1,Month-to-Month,75.1,8,5.94,Fiber Optic
Churned,2,Month-to-Month,20.65,0,24.71,None
Churned,1,Month-to-Month,20.0,0,46.77,None
Churned,31,Month-to-Month,91.15,13,38.67,Cable
Churned,66,Two Year,106.05,52,23.51,Fiber Optic
Churned,39,Month-to-Month,103.45,28,34.74,Fiber Optic
Churned,1,Month-to-Month,19.95,0,17.61,None
Churned,3,Month-to-Month,35.15,13,0.0,Cable
Churned,2,Month-to-Month,44.95,11,26.62,DSL
Churned,1,Month-to-Month,71.65,12,28.46,Fiber Optic
Churned,7,Month-to-Month,73.75,7,32.4,Fiber Optic
Churned,2,Month-to-Month,74.85,18,45.41,Fiber Optic
Churned,60,Month-to-Month,105.9,71,10.7,Fiber Optic
Churned,30,Month-to-Month,90.25,19,30.06,Fiber Optic
Churned,20,Month-to-Month,105.85,16,28.79,Fiber Optic
Churned,1,Month-to-Month,19.1,0,34.79,None
Churned,1,Month-to-Month,19.45,0,28.73,None
Churned,3,Month-to-Month,69.65,23,39.38,Fiber Optic
Churned,1,Month-to-Month,20.5,0,19.85,None
Churned,59,Month-to-Month,93.85,15,10.78,Fiber Optic
Churned,13,Month-to-Month,70.15,19,37.86,Fiber Optic
Churned,22,Month-to-Month,94.65,16,46.28,Fiber Optic
Churned,1,Month-to-Month,31.35,6,0.0,DSL
Churned,2,Month-to-Month,80.2,22,49.79,Fiber Optic
Churned,52,One Year,105.0,51,49.29,Fiber Optic
Churned,41,Month-to-Month,106.3,22,10.43,Fiber Optic
Churned,1,Month-to-Month,20.25,0,10.71,None
Churned,1,Month-to-Month,70.0,4,38.8,Fiber Optic
Churned,31,Month-to-Month,89.9,11,6.33,Fiber Optic
Churned,57,Month-to-Month,95.25,21,49.91,Fiber Optic
Churned,66,One Year,105.95,11,27.75,Fiber Optic
Churned,2,Month-to-Month,44.15,25,43.66,DSL
Churned,37,Month-to-Month,85.7,26,46.61,Fiber Optic
Churned,26,Month-to-Month,93.85,26,9.28,Fiber Optic
Churned,68,Two Year,110.0,47,14.79,Fiber Optic
Churned,8,Month-to-Month,84.5,19,25.73,Fiber Optic
Churned,41,One Year,73.0,29,15.91,DSL
Churned,13,Month-to-Month,48.75,8,0.0,DSL
Churned,1,Month-to-Month,85.55,4,33.34,Fiber Optic
Churned,2,Month-to-Month,70.7,27,9.76,Cable
Churned,13,Month-to-Month,83.2,18,35.4,Fiber Optic
Churned,20,Month-to-Month,19.4,0,22.78,None
Churned,69,Month-to-Month,103.95,27,37.2,Fiber Optic
Churned,1,Month-to-Month,62.05,12,47.83,DSL
Churned,5,Month-to-Month,51.0,59,0.0,DSL
Churned,36,Month-to-Month,97.35,27,24.51,Fiber Optic
Churned,1,Month-to-Month,25.25,15,0.0,DSL
Churned,16,Month-to-Month,98.75,7,15.16,Fiber Optic
Churned,10,Month-to-Month,100.25,30,24.48,Fiber Optic
Churned,34,Month-to-Month,97.65,16,43.33,Fiber Optic
Churned,1,Month-to-Month,20.55,0,15.91,None
Churned,17,Month-to-Month,76.65,7,30.61,Fiber Optic
Churned,7,Month-to-Month,81.1,27,11.58,Fiber Optic
Churned,5,Month-to-Month,75.9,59,46.88,Fiber Optic
Churned,53,Month-to-Month,98.4,24,41.74,Fiber Optic
Churned,1,Month-to-Month,95.65,9,32.33,Fiber Optic
Churned,6,Month-to-Month,99.95,59,5.16,Fiber Optic
Churned,44,Month-to-Month,96.1,59,11.24,Fiber Optic
Churned,22,Month-to-Month,54.2,21,27.24,DSL
Churned,59,Month-to-Month,101.1,48,9.23,Fiber Optic
Churned,4,Month-to-Month,54.3,19,40.15,DSL
Churned,1,Month-to-Month,69.15,30,2.2,Fiber Optic
Churned,9,Month-to-Month,44.2,29,41.92,Cable
Churned,25,Month-to-Month,98.5,12,19.76,Fiber Optic
Churned,35,Month-to-Month,85.3,41,45.14,Fiber Optic
Churned,3,Month-to-Month,44.3,51,44.46,DSL
Churned,1,Month-to-Month,69.9,12,45.5,Fiber Optic
Churned,1,Month-to-Month,35.25,9,0.0,DSL
Churned,60,Month-to-Month,95.75,16,35.22,Fiber Optic
Churned,6,Month-to-Month,50.8,12,21.91,DSL
Churned,58,One Year,60.3,21,17.22,Cable
Churned,16,Month-to-Month,88.45,5,17.8,Fiber Optic
Churned,4,Month-to-Month,81.0,59,21.62,Fiber Optic
Churned,8,Month-to-Month,74.5,23,47.91,Fiber Optic
Churned,19,Month-to-Month,83.65,25,14.09,Fiber Optic
Churned,6,Month-to-Month,49.65,22,48.89,DSL
Churned,12,One Year,95.5,16,34.81,Fiber Optic
Churned,1,Month-to-Month,69.35,26,22.03,Fiber Optic
Churned,5,Month-to-Month,28.45,26,0.0,DSL
Churned,11,Month-to-Month,89.7,27,3.96,Fiber Optic
Churned,3,Month-to-Month,80.4,9,3.29,Fiber Optic
Churned,7,Month-to-Month,89.5,27,13.63,Fiber Optic
Churned,5,Month-to-Month,70.25,17,2.27,Fiber Optic
Churned,10,Month-to-Month,29.65,20,0.0,Cable
Churned,1,Month-to-Month,76.4,6,41.16,Fiber Optic
Churned,1,Month-to-Month,74.4,12,11.08,Fiber Optic
Churned,7,Month-to-Month,86.25,26,44.66,Fiber Optic
Churned,9,Month-to-Month,85.35,58,49.14,Fiber Optic
Churned,4,Month-to-Month,77.95,26,30.95,Fiber Optic
Churned,7,Month-to-Month,20.05,0,48.22,None
Churned,27,Month-to-Month,94.55,6,11.09,Fiber Optic
Churned,1,Month-to-Month,71.0,19,18.84,Fiber Optic
Churned,4,Month-to-Month,72.2,71,29.98,Fiber Optic
Churned,3,Month-to-Month,79.25,3,49.76,Fiber Optic
Churned,48,Month-to-Month,107.4,47,5.19,Fiber Optic
Churned,52,Month-to-Month,49.15,18,0.0,DSL
Churned,46,One Year,95.25,30,6.13,Fiber Optic
Churned,42,Month-to-Month,84.65,17,9.53,Fiber Optic
Churned,7,Month-to-Month,99.25,2,42.92,Fiber Optic
Churned,5,Month-to-Month,79.9,14,6.66,Fiber Optic
Churned,3,Month-to-Month,79.9,3,2.98,Fiber Optic
Churned,6,Month-to-Month,85.15,30,29.41,Fiber Optic
Churned,70,One Year,45.25,20,0.0,DSL
Churned,47,Month-to-Month,109.55,20,7.62,Fiber Optic
Churned,15,Month-to-Month,101.1,29,40.7,Fiber Optic
Churned,8,Month-to-Month,100.85,6,3.27,Fiber Optic
Churned,29,Month-to-Month,78.9,7,44.33,Fiber Optic
Churned,14,Month-to-Month,89.95,27,28.65,Cable
Churned,19,Month-to-Month,73.2,22,25.75,Fiber Optic
Churned,1,Month-to-Month,21.0,0,16.66,None
Churned,25,Month-to-Month,89.15,5,24.64,Fiber Optic
Churned,30,Month-to-Month,85.0,41,4.82,Fiber Optic
Churned,12,Month-to-Month,112.95,23,16.45,Cable
Churned,4,Month-to-Month,48.55,76,0.0,DSL
Churned,9,Month-to-Month,83.3,17,29.7,Fiber Optic
Churned,6,Month-to-Month,44.6,21,49.2,DSL
Churned,47,Month-to-Month,85.3,23,44.26,Cable
Churned,1,Month-to-Month,50.1,14,46.49,DSL
Churned,9,Month-to-Month,95.5,10,19.22,Fiber Optic
Churned,5,Month-to-Month,85.4,17,43.51,Fiber Optic
Churned,49,Month-to-Month,75.2,24,19.08,Fiber Optic
Churned,1,Month-to-Month,69.8,25,22.86,Fiber Optic
Churned,54,Two Year,109.75,9,42.09,Fiber Optic
Churned,1,Month-to-Month,70.5,3,41.39,Fiber Optic
Churned,15,Month-to-Month,58.6,59,14.79,DSL
Churned,4,Month-to-Month,91.65,14,21.81,Fiber Optic
Churned,48,One Year,34.7,22,0.0,DSL
Churned,13,Month-to-Month,31.05,16,0.0,Cable
Churned,1,Month-to-Month,44.35,59,40.42,Cable
Churned,7,Month-to-Month,69.95,3,35.42,Fiber Optic
Churned,9,Month-to-Month,48.75,10,0.0,DSL
Churned,7,Month-to-Month,89.75,52,19.23,Fiber Optic
Churned,1,Month-to-Month,23.45,21,0.0,DSL
Churned,42,Month-to-Month,50.25,41,10.79,Cable
Churned,1,Month-to-Month,19.7,0,1.91,None
Churned,45,Month-to-Month,89.3,24,14.12,Fiber Optic
Churned,15,Month-to-Month,74.9,15,34.63,Fiber Optic
Churned,48,Two Year,95.5,29,29.54,Fiber Optic
Churned,15,Month-to-Month,74.45,19,44.07,Fiber Optic
Churned,24,Month-to-Month,76.1,15,30.87,Fiber Optic
Churned,4,Month-to-Month,94.3,23,49.5,Fiber Optic
Churned,1,Month-to-Month,50.15,12,39.78,Cable
Churned,16,Month-to-Month,84.75,7,17.51,Fiber Optic
Churned,25,Month-to-Month,105.95,22,46.34,Fiber Optic
Churned,31,Month-to-Month,98.9,21,47.95,Fiber Optic
Churned,35,Month-to-Month,95.45,29,35.1,Fiber Optic
Churned,24,Month-to-Month,93.55,12,13.38,Fiber Optic
Churned,15,Month-to-Month,89.85,6,4.28,Fiber Optic
Churned,20,Month-to-Month,71.3,22,5.71,Fiber Optic
Churned,25,Month-to-Month,88.95,23,47.66,Fiber Optic
Churned,3,Month-to-Month,91.05,8,26.32,Fiber Optic
Churned,13,Month-to-Month,82.0,25,4.45,Fiber Optic
Churned,1,Month-to-Month,79.9,21,23.2,Fiber Optic
Churned,2,Month-to-Month,44.6,16,30.19,Cable
Churned,63,Month-to-Month,103.4,13,48.95,Fiber Optic
Churned,1,Month-to-Month,89.55,27,42.46,Cable
Churned,25,Month-to-Month,79.85,12,26.81,Fiber Optic
Churned,1,Month-to-Month,19.9,0,49.51,None
Churned,50,Month-to-Month,103.85,14,42.21,Fiber Optic
Churned,49,Month-to-Month,99.05,22,20.48,Fiber Optic
Churned,60,One Year,94.4,29,47.4,Cable
Churned,15,Month-to-Month,101.35,12,45.92,Fiber Optic
Churned,7,Month-to-Month,90.45,27,35.91,Fiber Optic
Churned,2,Month-to-Month,30.9,18,0.0,DSL
Churned,2,Month-to-Month,90.0,7,46.92,Fiber Optic
Churned,17,One Year,98.6,8,5.4,Fiber Optic
Churned,47,Month-to-Month,107.35,7,37.74,Fiber Optic
Churned,7,Month-to-Month,48.7,4,5.13,DSL
Churned,65,Month-to-Month,109.15,4,9.36,Fiber Optic
Churned,1,Month-to-Month,19.6,0,5.36,None
Churned,22,Month-to-Month,100.75,17,35.93,Fiber Optic
Churned,12,Month-to-Month,84.45,23,12.36,Fiber Optic
Churned,33,Month-to-Month,68.25,23,28.84,Fiber Optic
Churned,4,Month-to-Month,45.3,20,39.9,Cable
Churned,46,One Year,105.2,71,43.04,Fiber Optic
Churned,8,Month-to-Month,45.15,5,35.53,Cable
Churned,40,Month-to-Month,84.85,19,2.03,Fiber Optic
Churned,10,Month-to-Month,98.5,18,1.09,Fiber Optic
Churned,1,Month-to-Month,69.35,27,45.86,Fiber Optic
Churned,72,One Year,117.8,8,34.87,Fiber Optic
Churned,44,One Year,53.95,4,0.0,Cable
Churned,1,Month-to-Month,71.1,9,10.19,Fiber Optic
Churned,6,Month-to-Month,94.5,17,16.58,Fiber Optic
Churned,2,Month-to-Month,79.65,21,29.04,Fiber Optic
Churned,1,Month-to-Month,20.2,0,43.52,None
Churned,3,Month-to-Month,69.35,6,35.64,Cable
Churned,22,Month-to-Month,89.4,12,39.58,Fiber Optic
Churned,53,One Year,60.45,13,0.0,DSL
Churned,9,Month-to-Month,89.45,18,26.51,Fiber Optic
Churned,10,Month-to-Month,72.15,11,33.75,DSL
Churned,2,Month-to-Month,76.4,25,41.64,DSL
Churned,9,Month-to-Month,79.9,27,19.18,Fiber Optic
Churned,7,Month-to-Month,79.7,16,28.92,Fiber Optic
Churned,70,One Year,109.5,59,41.88,Fiber Optic
Churned,5,Month-to-Month,81.3,26,25.11,Fiber Optic
Churned,1,Month-to-Month,20.2,0,11.25,None
Churned,14,Month-to-Month,85.15,42,21.3,Fiber Optic
Churned,4,Month-to-Month,101.7,85,26.16,Fiber Optic
Churned,6,Month-to-Month,55.3,19,1.86,DSL
Churned,70,One Year,115.65,20,17.17,Fiber Optic
Churned,2,Month-to-Month,79.85,2,16.14,Fiber Optic
Churned,1,Month-to-Month,68.65,28,12.4,Fiber Optic
Churned,1,Month-to-Month,25.3,51,0.0,Cable
Churned,4,Month-to-Month,56.5,56,42.71,DSL
Churned,1,Month-to-Month,69.7,25,21.52,Fiber Optic
Churned,70,Two Year,98.3,3,29.59,Fiber Optic
Churned,18,Month-to-Month,48.35,12,0.0,DSL
Churned,2,Month-to-Month,78.55,14,43.96,Fiber Optic
Churned,62,One Year,96.75,9,22.64,Fiber Optic
Churned,7,Month-to-Month,95.35,15,48.36,Fiber Optic
Churned,3,Month-to-Month,76.95,23,38.38,Fiber Optic
Churned,1,Month-to-Month,19.3,0,25.62,None
Churned,1,Month-to-Month,79.5,23,48.97,Fiber Optic
Churned,12,Month-to-Month,106.7,12,25.19,Fiber Optic
Churned,20,Month-to-Month,85.25,25,1.36,Fiber Optic
Churned,49,Two Year,107.95,10,6.45,Fiber Optic
Churned,7,Month-to-Month,79.0,2,26.09,Fiber Optic
Churned,10,Month-to-Month,70.1,19,22.03,Fiber Optic
Churned,45,One Year,54.15,26,42.04,Cable
Churned,41,One Year,111.95,29,45.04,Cable
Churned,43,One Year,107.55,18,13.84,Cable
Churned,1,Month-to-Month,90.6,30,13.02,Fiber Optic
Churned,1,Month-to-Month,85.0,8,42.5,Fiber Optic
Churned,4,Month-to-Month,24.25,16,0.0,Cable
Churned,34,Month-to-Month,70.0,21,4.66,Fiber Optic
Churned,5,Month-to-Month,39.5,2,0.0,DSL
Churned,3,Month-to-Month,88.35,10,49.4,Fiber Optic
Churned,1,Month-to-Month,50.75,3,43.03,DSL
Churned,48,One Year,82.05,30,23.95,Fiber Optic
Churned,1,Month-to-Month,70.75,8,26.0,Fiber Optic
Churned,1,Month-to-Month,79.55,10,5.1,Fiber Optic
Churned,1,Month-to-Month,73.55,6,36.92,Fiber Optic
Churned,1,Month-to-Month,69.95,27,22.5,Fiber Optic
Churned,30,Month-to-Month,40.3,7,0.0,Cable
Churned,12,Month-to-Month,91.3,18,34.01,Fiber Optic
Churned,1,Month-to-Month,74.45,11,31.27,Fiber Optic
Churned,6,Month-to-Month,91.0,29,42.08,Fiber Optic
Churned,1,Month-to-Month,45.85,12,44.75,Cable
Churned,22,One Year,69.5,76,35.04,DSL
Churned,1,Month-to-Month,79.6,52,21.72,Fiber Optic
Churned,2,Month-to-Month,86.25,16,36.81,Fiber Optic
Churned,5,Month-to-Month,50.6,2,37.1,Cable
Churned,35,Month-to-Month,75.2,12,48.47,Fiber Optic
Churned,2,Month-to-Month,49.25,27,43.99,DSL
Churned,23,Month-to-Month,94.75,23,31.17,Fiber Optic
Churned,1,Month-to-Month,19.55,0,38.44,None
Churned,4,Month-to-Month,33.65,4,0.0,DSL
Churned,2,Month-to-Month,85.7,6,14.07,Fiber Optic
Churned,66,One Year,104.05,85,20.07,Fiber Optic
Churned,46,Month-to-Month,30.3,26,0.0,DSL
Churned,2,Month-to-Month,29.85,11,0.0,Cable
Churned,1,Month-to-Month,85.45,23,22.97,Fiber Optic
Churned,18,Month-to-Month,80.65,7,38.87,Fiber Optic
Churned,22,Month-to-Month,90.0,23,12.19,Fiber Optic
Churned,11,Month-to-Month,20.1,0,33.06,None
Churned,10,Month-to-Month,81.0,19,49.5,Fiber Optic
Churned,3,Month-to-Month,41.15,28,0.0,DSL
Churned,49,Month-to-Month,90.05,14,22.92,Fiber Optic
Churned,16,Month-to-Month,96.15,16,38.75,Fiber Optic
Churned,2,Month-to-Month,70.75,21,9.86,Fiber Optic
Churned,32,Month-to-Month,69.75,5,5.99,Fiber Optic
Churned,58,Month-to-Month,102.1,28,3.51,Fiber Optic
Churned,12,Month-to-Month,100.15,47,30.54,Fiber Optic
Churned,7,Month-to-Month,75.1,23,18.99,Fiber Optic
Churned,5,Month-to-Month,81.0,23,20.2,Fiber Optic
Churned,6,Month-to-Month,80.5,26,6.4,Fiber Optic
Churned,42,Month-to-Month,99.45,9,34.65,Fiber Optic
Churned,9,Month-to-Month,77.65,23,22.88,Fiber Optic
Stayed,43,One Year,85.1,53,2.49,DSL
Stayed,72,Two Year,88.05,6,20.48,DSL
Stayed,30,Month-to-Month,82.05,21,6.19,Fiber Optic
Stayed,72,Two Year,19.8,0,30.44,None
Stayed,40,One Year,103.75,24,28.54,Fiber Optic
Stayed,71,Two Year,82.7,24,37.53,DSL
Stayed,37,Two Year,72.25,7,23.54,Fiber Optic
Stayed,56,One Year,95.65,27,11.55,Fiber Optic
